product_title,product_variant_title,year,month,year_month,times_bought,total_revenue,num_orders
Eco-Kids All Natural Crayons,Default Title,2023,8,2023-08-01,1,6.31,1
Eco-Kids All Natural Crayons,Default Title,2024,8,2024-08-01,1,9.0,2
Eco-Kids All Natural Crayons,Default Title,2024,12,2024-12-01,1,0.0,1
Eco-kids Face Paint,Default Title,2022,9,2022-09-01,3,27.14,3
Eyeshadow & Balm Duo Party Pack,Default Title,2022,9,2022-09-01,2,20.0,2
Feast Lunchbox,Floss,2025,12,2025-12-01,2,135.13,2
Feast Lunchbox,Lilac,2025,12,2025-12-01,1,103.6,1
Feast Lunchbox,Splash,2025,12,2025-12-01,1,103.6,1
Feast Tray,Floss,2025,12,2025-12-01,2,45.95,2
Feast Tray,Navy,2025,12,2025-12-01,1,36.04,1
Feather Teether,Default Title,2023,3,2023-03-01,1,13.51,1
Feather Teether,Default Title,2024,8,2024-08-01,1,9.01,1
Funny Monsters Silicone Condiment Squeeze,Full Set,2022,9,2022-09-01,6,103.47,6
Funny Monsters Silicone Condiment Squeeze,Full Set,2022,10,2022-10-01,1,12.73,1
Funny Monsters Silicone Condiment Squeeze,Full Set,2023,4,2023-04-01,2,34.24,2
Funny Monsters Silicone Condiment Squeeze,Full Set,2023,5,2023-05-01,2,34.24,2
Funny Monsters Silicone Condiment Squeeze,Full Set,2023,6,2023-06-01,1,6.59,1
Funny Monsters Silicone Condiment Squeeze,Full Set,2023,7,2023-07-01,2,34.230000000000004,2
Funny Monsters Silicone Condiment Squeeze,Full Set,2023,8,2023-08-01,5,119.84,6
Funny Monsters Silicone Condiment Squeeze,Full Set,2023,9,2023-09-01,7,119.84,8
Funny Monsters Silicone Condiment Squeeze,Full Set,2023,10,2023-10-01,4,68.48,4
Funny Monsters Silicone Condiment Squeeze,Full Set,2024,1,2024-01-01,0,13.51,1
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2024,4,2024-04-01,1,9.01,1
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2024,5,2024-05-01,1,4.5,1
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2024,8,2024-08-01,4,45.07,4
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2024,9,2024-09-01,5,45.05,5
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2025,1,2025-01-01,2,18.02,2
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2025,2,2025-02-01,1,9.0,1
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2025,3,2025-03-01,1,9.01,1
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2025,6,2025-06-01,1,9.01,1
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2025,7,2025-07-01,1,9.01,1
Funny Monsters Silicone Condiment Squeeze,Full Set of 3,2025,8,2025-08-01,1,9.01,1
Funny Monsters Silicone Condiment Squeeze,Green,2024,4,2024-04-01,1,4.5,1
Funny Monsters Silicone Condiment Squeeze,Green,2024,5,2024-05-01,2,9.02,2
Funny Monsters Silicone Condiment Squeeze,Green,2024,9,2024-09-01,1,4.51,1
Funny Monsters Silicone Condiment Squeeze,Green,2025,4,2025-04-01,1,4.5,1
Funny Monsters Silicone Condiment Squeeze,Pink,2024,7,2024-07-01,2,9.0,2
Funny Monsters Silicone Condiment Squeeze,Pink,2024,8,2024-08-01,1,4.5,1
Funny Monsters Silicone Condiment Squeeze,Pink,2025,4,2025-04-01,1,4.5,1
Funny Monsters Silicone Condiment Squeeze,Purple,2024,7,2024-07-01,1,4.51,1
Funny Monsters Silicone Condiment Squeeze,Purple,2024,8,2024-08-01,2,9.0,2
Funny Monsters Silicone Condiment Squeeze,Purple,2025,6,2025-06-01,1,4.5,1
Funny Monsters Silicone Condiment Squeeze,Purple,2025,8,2025-08-01,1,4.5,1
Gilligan O'malley Breastfeeding Bra,M black,2023,10,2023-10-01,1,0.0,1
Gilligan O'malley Breastfeeding Bra,XXL Beige,2023,9,2023-09-01,1,13.51,1
Gilligan O'malley Breastfeeding Bra,XXL Black,2024,6,2024-06-01,1,7.2,1
Haakaa 2nd Gen Silicone Breast Pump with Suction,Default Title,2023,4,2023-04-01,1,27.03,1
Haakaa 2nd Gen Silicone Breast Pump with Suction,Default Title,2023,6,2023-06-01,1,27.03,1
Haakaa 3rd Gen Silicone Breast Pump,160ml,2023,8,2023-08-01,1,31.53,1
Haakaa 3rd Gen Silicone Breast Pump,160ml,2023,9,2023-09-01,1,31.53,1
Haakaa 3rd Gen Silicone Breast Pump,160ml,2024,1,2024-01-01,1,31.53,1
Haakaa 3rd Gen Silicone Breast Pump,160ml,2024,7,2024-07-01,1,22.52,1
Haakaa 3rd Gen Silicone Breast Pump,160ml,2024,12,2024-12-01,1,22.52,1
Haakaa 3rd Gen Silicone Breast Pump,160ml,2025,9,2025-09-01,2,45.05,2
Insulated Food Jar,Floss,2025,12,2025-12-01,4,121.63,4
Insulated Food Jar,Lilac,2025,12,2025-12-01,2,99.1,2
Insulated Food Jar,Splash,2025,12,2025-12-01,1,76.58,1
Kids African Turquoise + Raw Cognac Amber Necklace,30-33 cm,2024,8,2024-08-01,1,0.0,1
Kids Raw Cherry Baltic Amber Necklace,25-28 cm,2024,8,2024-08-01,1,22.52,1
Kids Raw Cherry Baltic Amber Necklace,30-33 cm,2024,10,2024-10-01,1,0.0,1
Kids Raw Cognac Baltic Amber Teething Necklace,25-30cm,2022,8,2022-08-01,1,22.73,1
Kids Raw Cognac Baltic Amber Teething Necklace,25-30cm,2023,8,2023-08-01,2,45.05,2
Kids Raw Cognac Baltic Amber Teething Necklace,25-30cm,2024,2,2024-02-01,2,45.04,2
Kids Raw Cognac Baltic Amber Teething Necklace,25-30cm,2025,7,2025-07-01,1,22.52,1
Kids Raw Cognac Baltic Amber Teething Necklace,25-30cm,2025,8,2025-08-01,2,45.04,2
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2022,10,2022-10-01,1,16.73,1
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2023,7,2023-07-01,1,22.52,1
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2023,8,2023-08-01,1,0.0,1
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2023,12,2023-12-01,2,45.04,2
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2024,7,2024-07-01,1,22.52,1
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2024,8,2024-08-01,0,22.52,1
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2025,4,2025-04-01,1,22.52,1
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2025,6,2025-06-01,1,22.52,1
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2025,7,2025-07-01,2,22.52,2
Kids Raw Cognac Baltic Amber Teething Necklace,30-33cm,2025,10,2025-10-01,1,22.52,1
Kids Raw Cognac Flower  Baltic Amber Teething Necklace,30-33cm,2024,6,2024-06-01,1,25.23,1
Kids Raw Honey Baltic Amber Bracelet,Default Title,2023,2,2023-02-01,1,18.02,1
Kids Raw Honey Baltic Amber Bracelet,Default Title,2025,4,2025-04-01,1,18.02,1
Kids Raw Honey Baltic Amber Bracelet,Default Title,2025,5,2025-05-01,1,18.02,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2022,10,2022-10-01,1,45.05,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2023,4,2023-04-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2023,6,2023-06-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2023,7,2023-07-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2023,8,2023-08-01,2,0.0,3
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2023,9,2023-09-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2023,12,2023-12-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2024,5,2024-05-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2024,6,2024-06-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2024,7,2024-07-01,2,22.52,2
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2025,4,2025-04-01,1,67.57,2
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2025,7,2025-07-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2025,8,2025-08-01,1,0.0,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2025,9,2025-09-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,25-28cm,2025,10,2025-10-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2022,12,2022-12-01,2,18.02,2
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2023,1,2023-01-01,1,18.02,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2023,4,2023-04-01,2,22.52,2
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2023,8,2023-08-01,1,22.52,3
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2023,11,2023-11-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2024,2,2024-02-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2024,3,2024-03-01,2,45.04,2
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2024,6,2024-06-01,1,18.02,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2024,8,2024-08-01,2,22.52,3
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2024,9,2024-09-01,2,45.04,2
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2025,2,2025-02-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2025,3,2025-03-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2025,5,2025-05-01,1,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2025,6,2025-06-01,2,45.04,2
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2025,8,2025-08-01,0,22.52,1
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2025,9,2025-09-01,2,67.56,3
Kids Raw Honey Baltic Amber Teething Necklace,30-33cm,2025,12,2025-12-01,1,22.52,1
Kids Raw Multi Baltic Amber Bracelet,Default Title,2023,4,2023-04-01,1,18.02,1
Kids Raw Multi Baltic Amber Bracelet,Default Title,2024,4,2024-04-01,1,18.02,1
Kids Raw Multi Baltic Amber Teething Necklace,25-28cm,2024,4,2024-04-01,1,22.52,1
Kids Raw Multi Baltic Amber Teething Necklace,25-28cm,2025,8,2025-08-01,1,25.23,1
Kids Raw Multi Baltic Amber Teething Necklace,30-33cm,2022,9,2022-09-01,1,22.52,1
Kids Raw Multi Baltic Amber Teething Necklace,30-33cm,2023,9,2023-09-01,1,22.52,1
Kids Raw Multi Baltic Amber Teething Necklace,30-33cm,2024,9,2024-09-01,1,22.52,1
Kids Raw Multi Baltic Amber Teething Necklace,30-33cm,2024,12,2024-12-01,1,25.23,1
Kids Raw Multi Baltic Amber Teething Necklace,30-33cm,2025,9,2025-09-01,1,0.0,1
Kids Raw Rainbow Baltic Amber Bracelet,Default Title,2024,12,2024-12-01,1,18.02,1
Kids Raw Rainbow Baltic Amber Bracelet,Default Title,2025,3,2025-03-01,1,18.02,1
Kids Raw Rainbow Baltic Amber Teething Necklace,25-28cm,2022,9,2022-09-01,1,22.52,1
Kids Raw Rainbow Baltic Amber Teething Necklace,25-28cm,2024,8,2024-08-01,1,22.52,1
Kids Raw Rainbow Baltic Amber Teething Necklace,25-28cm,2025,10,2025-10-01,1,25.23,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2022,9,2022-09-01,1,22.52,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2023,9,2023-09-01,1,22.52,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2023,10,2023-10-01,1,22.52,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2024,1,2024-01-01,1,22.52,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2024,8,2024-08-01,1,0.0,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2025,5,2025-05-01,1,25.23,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2025,6,2025-06-01,1,25.23,1
Kids Raw Rainbow Baltic Amber Teething Necklace,30-32cm,2025,10,2025-10-01,1,50.45,1
Laser Engraving,Large,2024,9,2024-09-01,1,9.01,1
Laser Engraving,Large,2025,5,2025-05-01,2,36.04,3
Laser Engraving,Large,2025,6,2025-06-01,1,27.02,2
Laser Engraving,Large,2025,7,2025-07-01,2,63.06,5
Laser Engraving,Large,2025,8,2025-08-01,1,72.08,4
Laser Engraving,Large,2025,9,2025-09-01,0,9.01,1
Laser Engraving,Large,2025,10,2025-10-01,3,55.04,6
Laser Engraving,Large,2025,11,2025-11-01,3,45.04,3
Laser Engraving,Large,2025,12,2025-12-01,1,27.03,2
Laser Engraving,Small/Medium,2024,9,2024-09-01,5,63.059999999999995,8
Laser Engraving,Small/Medium,2024,10,2024-10-01,0,-18.919999999999998,2
Laser Engraving,Small/Medium,2025,2,2025-02-01,2,6.31,2
Laser Engraving,Small/Medium,2025,4,2025-04-01,6,56.76,8
Laser Engraving,Small/Medium,2025,5,2025-05-01,7,94.6,9
Laser Engraving,Small/Medium,2025,6,2025-06-01,3,25.24,3
Laser Engraving,Small/Medium,2025,7,2025-07-01,1,37.83,4
Laser Engraving,Small/Medium,2025,8,2025-08-01,3,18.919999999999998,3
Laser Engraving,Small/Medium,2025,10,2025-10-01,2,31.54,5
Laser Engraving,Small/Medium,2025,11,2025-11-01,5,75.67,6
Laser Engraving,Small/Medium,2025,12,2025-12-01,4,37.85,4
Lunch Punch Christmas Bento Fun Set,Default Title,2022,11,2022-11-01,5,103.62,5
Lunch Punch Christmas Bento Fun Set,Default Title,2023,8,2023-08-01,1,20.72,1
Lunch Punch Christmas Bento Fun Set,Default Title,2023,9,2023-09-01,1,20.72,1
Lunch Punch Christmas Bento Fun Set,Default Title,2023,10,2023-10-01,2,41.44,2
Lunch Punch Christmas Bento Fun Set,Default Title,2023,12,2023-12-01,0,0.0,1
Lunch Punch Christmas Bento Fun Set,Default Title,2024,9,2024-09-01,3,62.17,3
Lunch Punch Christmas Bento Fun Set,Default Title,2024,12,2024-12-01,1,0.0,1
Lunch Punch Christmas Bento Fun Set,Default Title,2025,9,2025-09-01,1,20.72,1
Lunch Punch Sandwich Cutter,Default Title,2022,8,2022-08-01,1,15.0,1
Lunch Punch Sandwich Cutter,Default Title,2022,9,2022-09-01,2,0.0,2
Lunch Punch Set of 2 Sandwich Cutters,Dinosaur,2022,11,2022-11-01,2,27.02,2
Lunch Punch Set of 2 Sandwich Cutters,Dinosaur,2023,8,2023-08-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Dinosaur,2024,9,2024-09-01,1,0.0,1
Lunch Punch Set of 2 Sandwich Cutters,Dinosaur,2025,8,2025-08-01,3,27.01,5
Lunch Punch Set of 2 Sandwich Cutters,Dinosaur,2025,9,2025-09-01,4,21.64,4
Lunch Punch Set of 2 Sandwich Cutters,Dinosaur,2025,10,2025-10-01,1,5.41,1
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2022,11,2022-11-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2023,8,2023-08-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2023,9,2023-09-01,5,54.04,5
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2023,11,2023-11-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2024,2,2024-02-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2024,9,2024-09-01,2,27.03,2
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2024,10,2024-10-01,1,0.0,1
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2025,8,2025-08-01,4,27.04,5
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2025,9,2025-09-01,4,21.64,4
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2025,10,2025-10-01,1,5.4,1
Lunch Punch Set of 2 Sandwich Cutters,Fairy,2025,11,2025-11-01,0,5.41,1
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2022,12,2022-12-01,0,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2023,8,2023-08-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2023,9,2023-09-01,2,27.03,2
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2023,10,2023-10-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2023,11,2023-11-01,1,-13.51,2
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2024,2,2024-02-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2024,9,2024-09-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2025,8,2025-08-01,3,16.21,3
Lunch Punch Set of 2 Sandwich Cutters,Mermaid,2025,9,2025-09-01,2,16.22,3
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2022,11,2022-11-01,2,27.02,2
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2023,2,2023-02-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2023,8,2023-08-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2023,9,2023-09-01,7,94.62,7
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2023,10,2023-10-01,1,10.81,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2024,8,2024-08-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2024,9,2024-09-01,4,54.06,4
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2024,10,2024-10-01,1,13.52,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2025,2,2025-02-01,0,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2025,4,2025-04-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2025,8,2025-08-01,5,27.04,5
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2025,9,2025-09-01,4,21.62,4
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2025,10,2025-10-01,1,5.4,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2025,11,2025-11-01,0,5.41,1
Lunch Punch Set of 2 Sandwich Cutters,Mini Bites,2025,12,2025-12-01,0,5.41,1
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2022,11,2022-11-01,2,27.02,2
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2022,12,2022-12-01,2,27.03,2
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2023,8,2023-08-01,2,22.96,2
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2023,9,2023-09-01,4,27.02,4
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2023,10,2023-10-01,1,13.52,1
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2023,11,2023-11-01,0,-13.52,1
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2024,9,2024-09-01,4,81.06,6
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2025,1,2025-01-01,1,0.0,1
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2025,4,2025-04-01,1,13.51,1
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2025,8,2025-08-01,2,16.23,3
Lunch Punch Set of 2 Sandwich Cutters,Puzzles,2025,9,2025-09-01,1,5.4,1
Lunch Punch Set of 2 Sandwich Cutters,Space,2022,11,2022-11-01,2,27.02,2
Lunch Punch Set of 2 Sandwich Cutters,Space,2023,9,2023-09-01,2,27.02,2
Lunch Punch Set of 2 Sandwich Cutters,Space,2024,9,2024-09-01,3,40.54,3
Lunch Punch Set of 2 Sandwich Cutters,Space,2025,8,2025-08-01,4,21.62,4
Lunch Punch Set of 2 Sandwich Cutters,Space,2025,9,2025-09-01,2,10.81,2
Lunch Punch Set of 2 Sandwich Cutters,Space,2025,10,2025-10-01,1,5.41,1
Malachite Mix + Raw Cognac Amber Necklace,30-33cm,2023,7,2023-07-01,1,0.0,1
Malachite Mix + Raw Cognac Amber Necklace,30-33cm,2023,10,2023-10-01,1,27.03,1
Malachite Mix + Raw Cognac Amber Necklace,35-38cm,2023,8,2023-08-01,1,27.03,1
Malachite Mix + Raw Cognac Amber Necklace,35-38cm,2023,9,2023-09-01,1,27.03,1
Malachite Mix + Raw Cognac Amber Necklace,35-38cm,2024,10,2024-10-01,1,27.019999999999996,1
Mini Fork and Spoon (Set of 6),Blue,2022,9,2022-09-01,17,153.51,17
Mini Fork and Spoon (Set of 6),Blue,2022,10,2022-10-01,3,27.02,3
Mini Fork and Spoon (Set of 6),Blue,2023,7,2023-07-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Blue,2023,8,2023-08-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Blue,2023,9,2023-09-01,2,18.02,2
Mini Fork and Spoon (Set of 6),Blue,2023,10,2023-10-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Blue,2024,7,2024-07-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Blue,2024,8,2024-08-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Blue,2024,9,2024-09-01,4,36.04,4
Mini Fork and Spoon (Set of 6),Blue,2024,11,2024-11-01,0,-9.01,1
Mini Fork and Spoon (Set of 6),Blue,2025,1,2025-01-01,1,18.02,1
Mini Fork and Spoon (Set of 6),Blue,2025,2,2025-02-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Blue,2025,8,2025-08-01,4,27.03,5
Mini Fork and Spoon (Set of 6),Blue,2025,9,2025-09-01,1,10.8,2
Mini Fork and Spoon (Set of 6),Blue,2025,10,2025-10-01,1,5.41,1
Mini Fork and Spoon (Set of 6),Pink,2022,8,2022-08-01,1,9.09,1
Mini Fork and Spoon (Set of 6),Pink,2022,9,2022-09-01,12,144.15,12
Mini Fork and Spoon (Set of 6),Pink,2023,7,2023-07-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Pink,2023,8,2023-08-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Pink,2023,9,2023-09-01,3,72.08,3
Mini Fork and Spoon (Set of 6),Pink,2024,2,2024-02-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Pink,2024,3,2024-03-01,1,10.0,1
Mini Fork and Spoon (Set of 6),Pink,2024,7,2024-07-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Pink,2024,8,2024-08-01,3,27.03,3
Mini Fork and Spoon (Set of 6),Pink,2024,9,2024-09-01,5,54.059999999999995,6
Mini Fork and Spoon (Set of 6),Pink,2024,11,2024-11-01,0,-9.01,1
Mini Fork and Spoon (Set of 6),Pink,2024,12,2024-12-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Pink,2025,8,2025-08-01,4,27.01,5
Mini Fork and Spoon (Set of 6),Pink,2025,9,2025-09-01,6,48.68,8
Mini Fork and Spoon (Set of 6),Pink,2025,10,2025-10-01,1,5.41,1
Mini Fork and Spoon (Set of 6),Pink,2025,12,2025-12-01,1,10.81,1
Mini Fork and Spoon (Set of 6),Yellow,2022,8,2022-08-01,3,27.27,3
Mini Fork and Spoon (Set of 6),Yellow,2022,9,2022-09-01,7,72.16,7
Mini Fork and Spoon (Set of 6),Yellow,2022,10,2022-10-01,4,36.03,4
Mini Fork and Spoon (Set of 6),Yellow,2023,2,2023-02-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Yellow,2023,5,2023-05-01,1,18.02,1
Mini Fork and Spoon (Set of 6),Yellow,2023,7,2023-07-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Yellow,2023,8,2023-08-01,3,27.03,3
Mini Fork and Spoon (Set of 6),Yellow,2023,9,2023-09-01,2,18.02,2
Mini Fork and Spoon (Set of 6),Yellow,2023,10,2023-10-01,2,18.02,2
Mini Fork and Spoon (Set of 6),Yellow,2024,1,2024-01-01,0,9.01,1
Mini Fork and Spoon (Set of 6),Yellow,2024,5,2024-05-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Yellow,2024,8,2024-08-01,0,9.01,1
Mini Fork and Spoon (Set of 6),Yellow,2024,9,2024-09-01,3,27.03,3
Mini Fork and Spoon (Set of 6),Yellow,2024,10,2024-10-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Yellow,2025,2,2025-02-01,1,9.01,1
Mini Fork and Spoon (Set of 6),Yellow,2025,4,2025-04-01,1,9.0,1
Mini Fork and Spoon (Set of 6),Yellow,2025,8,2025-08-01,3,19.82,3
Mini Fork and Spoon (Set of 6),Yellow,2025,9,2025-09-01,5,27.04,5
