year_month,product_title,forecast_units
2026-06-01,Yumbox Tapas 4C Tray,0
2026-07-01,Yumbox Tapas 4C Tray,0
2026-08-01,Yumbox Tapas 4C Tray,0
2026-09-01,Yumbox Tapas 4C Tray,0
2026-10-01,Yumbox Tapas 4C Tray,0
2026-11-01,Yumbox Tapas 4C Tray,0
2026-12-01,Yumbox Tapas 4C Tray,0
2026-01-01,MontiiCo 1L Screw Lid Bottle,1
2026-02-01,MontiiCo 1L Screw Lid Bottle,1
2026-03-01,MontiiCo 1L Screw Lid Bottle,1
2026-04-01,MontiiCo 1L Screw Lid Bottle,1
2026-05-01,MontiiCo 1L Screw Lid Bottle,1
2026-06-01,MontiiCo 1L Screw Lid Bottle,1
2026-07-01,MontiiCo 1L Screw Lid Bottle,1
2026-08-01,MontiiCo 1L Screw Lid Bottle,1
2026-09-01,MontiiCo 1L Screw Lid Bottle,1
2026-10-01,MontiiCo 1L Screw Lid Bottle,1
2026-11-01,MontiiCo 1L Screw Lid Bottle,1
2026-12-01,MontiiCo 1L Screw Lid Bottle,1
2026-01-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-02-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-03-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-04-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-05-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-06-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-07-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-08-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-09-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-10-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-11-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-12-01,MontiiCo Mega Insulated Food Jar 500ml,0
2026-01-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-02-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-03-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-04-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-05-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-06-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-07-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-08-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-09-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-10-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-11-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-12-01,Kids Raw Rainbow Baltic Amber Teething Necklace,0
2026-01-01,Yumbox Poke Bowl,0
2026-02-01,Yumbox Poke Bowl,0
2026-03-01,Yumbox Poke Bowl,0
2026-04-01,Yumbox Poke Bowl,0
2026-05-01,Yumbox Poke Bowl,0
2026-06-01,Yumbox Poke Bowl,0
2026-07-01,Yumbox Poke Bowl,0
2026-08-01,Yumbox Poke Bowl,0
2026-09-01,Yumbox Poke Bowl,0
2026-10-01,Yumbox Poke Bowl,0
2026-11-01,Yumbox Poke Bowl,0
2026-12-01,Yumbox Poke Bowl,0
2026-01-01,BabyComfy Nasal Aspirator,0
2026-02-01,BabyComfy Nasal Aspirator,0
2026-03-01,BabyComfy Nasal Aspirator,0
2026-04-01,BabyComfy Nasal Aspirator,0
2026-05-01,BabyComfy Nasal Aspirator,0
2026-06-01,BabyComfy Nasal Aspirator,0
2026-07-01,BabyComfy Nasal Aspirator,0
2026-08-01,BabyComfy Nasal Aspirator,0
2026-09-01,BabyComfy Nasal Aspirator,0
2026-10-01,BabyComfy Nasal Aspirator,0
2026-11-01,BabyComfy Nasal Aspirator,0
2026-12-01,BabyComfy Nasal Aspirator,0
2026-01-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-02-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-03-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-04-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-05-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-06-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-07-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-08-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-09-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-10-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-11-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-12-01,Avanchy La Petite Mini Silicone Baby Cup,0
2026-01-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-02-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-03-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-04-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-05-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-06-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-07-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-08-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-09-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-10-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-11-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-12-01,Baby Banana 2 in 1 Toothbrush and Teether no handles,0
2026-01-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-02-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-03-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-04-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-05-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-06-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-07-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-08-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-09-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-10-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-11-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-12-01,"MontiiCo Large Bumper - 1L, 1.5L - Midnight",1
2026-01-01,Eco-Kids All Natural Crayons,0
2026-02-01,Eco-Kids All Natural Crayons,0
2026-03-01,Eco-Kids All Natural Crayons,0
2026-04-01,Eco-Kids All Natural Crayons,0
2026-05-01,Eco-Kids All Natural Crayons,0
2026-06-01,Eco-Kids All Natural Crayons,0
2026-07-01,Eco-Kids All Natural Crayons,0
2026-08-01,Eco-Kids All Natural Crayons,0
2026-09-01,Eco-Kids All Natural Crayons,0
2026-10-01,Eco-Kids All Natural Crayons,0
2026-11-01,Eco-Kids All Natural Crayons,0
2026-12-01,Eco-Kids All Natural Crayons,0
2026-01-01,Swimava Rings,0
2026-02-01,Swimava Rings,0
2026-03-01,Swimava Rings,0
2026-04-01,Swimava Rings,0
2026-05-01,Swimava Rings,0
2026-06-01,Swimava Rings,0
2026-07-01,Swimava Rings,0
2026-08-01,Swimava Rings,0
2026-09-01,Swimava Rings,0
2026-10-01,Swimava Rings,0
2026-11-01,Swimava Rings,0
2026-12-01,Swimava Rings,0
2026-01-01,MontiiCo Zip Up Pouch,1
2026-02-01,MontiiCo Zip Up Pouch,1
2026-03-01,MontiiCo Zip Up Pouch,1
2026-04-01,MontiiCo Zip Up Pouch,1
2026-05-01,MontiiCo Zip Up Pouch,1
2026-06-01,MontiiCo Zip Up Pouch,1
2026-07-01,MontiiCo Zip Up Pouch,1
2026-08-01,MontiiCo Zip Up Pouch,1
2026-09-01,MontiiCo Zip Up Pouch,1
2026-10-01,MontiiCo Zip Up Pouch,1
2026-11-01,MontiiCo Zip Up Pouch,1
2026-12-01,MontiiCo Zip Up Pouch,1
2026-01-01,Yumbox Tapas 5C Tray,0
2026-02-01,Yumbox Tapas 5C Tray,0
2026-03-01,Yumbox Tapas 5C Tray,0
2026-04-01,Yumbox Tapas 5C Tray,0
2026-05-01,Yumbox Tapas 5C Tray,0
2026-06-01,Yumbox Tapas 5C Tray,0
2026-07-01,Yumbox Tapas 5C Tray,0
2026-08-01,Yumbox Tapas 5C Tray,0
2026-09-01,Yumbox Tapas 5C Tray,0
2026-10-01,Yumbox Tapas 5C Tray,0
2026-11-01,Yumbox Tapas 5C Tray,0
2026-12-01,Yumbox Tapas 5C Tray,0
2026-01-01,Totseat Portable Highchair,0
2026-02-01,Totseat Portable Highchair,0
2026-03-01,Totseat Portable Highchair,0
2026-04-01,Totseat Portable Highchair,0
2026-05-01,Totseat Portable Highchair,0
2026-06-01,Totseat Portable Highchair,0
2026-07-01,Totseat Portable Highchair,0
2026-08-01,Totseat Portable Highchair,0
2026-09-01,Totseat Portable Highchair,0
2026-10-01,Totseat Portable Highchair,0
2026-11-01,Totseat Portable Highchair,0
2026-12-01,Totseat Portable Highchair,0
2026-01-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-02-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-03-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-04-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-05-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-06-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-07-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-08-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-09-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-10-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-11-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-12-01,Haakaa 3rd Gen Silicone Breast Pump,0
2026-01-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-02-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-03-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-04-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-05-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-06-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-07-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-08-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-09-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-10-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-11-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-12-01,BabyComfy Deluxe Safety Nail Clipper,0
2026-01-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-02-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-03-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-04-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-05-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-06-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-07-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-08-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-09-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-10-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-11-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-12-01,Kids Raw Multi Baltic Amber Teething Necklace,0
2026-01-01,Child’s Apron with bandana,0
2026-02-01,Child’s Apron with bandana,0
2026-03-01,Child’s Apron with bandana,0
2026-04-01,Child’s Apron with bandana,0
2026-05-01,Child’s Apron with bandana,0
2026-06-01,Child’s Apron with bandana,0
2026-07-01,Child’s Apron with bandana,0
2026-08-01,Child’s Apron with bandana,0
2026-09-01,Child’s Apron with bandana,0
2026-10-01,Child’s Apron with bandana,0
2026-11-01,Child’s Apron with bandana,0
2026-12-01,Child’s Apron with bandana,0
2026-01-01,Yumbox Sleeve Lunch Bag,0
2026-02-01,Yumbox Sleeve Lunch Bag,0
2026-03-01,Yumbox Sleeve Lunch Bag,0
2026-04-01,Yumbox Sleeve Lunch Bag,0
2026-05-01,Yumbox Sleeve Lunch Bag,0
2026-06-01,Yumbox Sleeve Lunch Bag,0
2026-07-01,Yumbox Sleeve Lunch Bag,0
2026-08-01,Yumbox Sleeve Lunch Bag,0
2026-09-01,Yumbox Sleeve Lunch Bag,0
2026-10-01,Yumbox Sleeve Lunch Bag,0
2026-11-01,Yumbox Sleeve Lunch Bag,0
2026-12-01,Yumbox Sleeve Lunch Bag,0
2026-01-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-02-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-03-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-04-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-05-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-06-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-07-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-08-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-09-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-10-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-11-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-12-01,Yumbox Reusable Sandwich Bag - Set of 2,0
2026-01-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-02-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-03-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-04-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-05-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-06-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-07-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-08-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-09-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-10-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-11-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-12-01,Malachite Mix + Raw Cognac Amber Necklace,0
2026-01-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-02-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-03-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-04-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-05-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-06-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-07-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-08-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-09-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-10-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-11-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-12-01,Kids Raw Honey Baltic Amber Bracelet,0
2026-01-01,Gilligan O'malley Breastfeeding Bra,0
2026-02-01,Gilligan O'malley Breastfeeding Bra,0
2026-03-01,Gilligan O'malley Breastfeeding Bra,0
2026-04-01,Gilligan O'malley Breastfeeding Bra,0
2026-05-01,Gilligan O'malley Breastfeeding Bra,0
2026-06-01,Gilligan O'malley Breastfeeding Bra,0
2026-07-01,Gilligan O'malley Breastfeeding Bra,0
2026-08-01,Gilligan O'malley Breastfeeding Bra,0
2026-09-01,Gilligan O'malley Breastfeeding Bra,0
2026-10-01,Gilligan O'malley Breastfeeding Bra,0
2026-11-01,Gilligan O'malley Breastfeeding Bra,0
2026-12-01,Gilligan O'malley Breastfeeding Bra,0
2026-01-01,Attipas Shoes,0
2026-02-01,Attipas Shoes,0
2026-03-01,Attipas Shoes,0
2026-04-01,Attipas Shoes,0
2026-05-01,Attipas Shoes,0
2026-06-01,Attipas Shoes,0
2026-07-01,Attipas Shoes,0
2026-08-01,Attipas Shoes,0
2026-09-01,Attipas Shoes,0
2026-10-01,Attipas Shoes,0
2026-11-01,Attipas Shoes,0
2026-12-01,Attipas Shoes,0
2026-01-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-02-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-03-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-04-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-05-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-06-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-07-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-08-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-09-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-10-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-11-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-12-01,Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,0
2026-01-01,Toddler’s Apron,0
2026-02-01,Toddler’s Apron,0
2026-03-01,Toddler’s Apron,0
2026-04-01,Toddler’s Apron,0
2026-05-01,Toddler’s Apron,0
2026-06-01,Toddler’s Apron,0
2026-07-01,Toddler’s Apron,0
2026-08-01,Toddler’s Apron,0
2026-09-01,Toddler’s Apron,0
2026-10-01,Toddler’s Apron,0
2026-11-01,Toddler’s Apron,0
2026-12-01,Toddler’s Apron,0
